212101011 0.0
100200110 0.0
110220100 0.19280350299429047
102201101 0.0
022021201 -1.0
220112210 0.0
201121002 -1.0
221012101 1.0
101202012 0.8704000000000001
202120201 -1.0
211120121 0.0
100202022 0.0
020120122 -1.0
210001101 0.0
201001011 1.0
100220020 0.0
220022020 -1.0
012101201 0.0
222121021 -1.0
221012012 0.0
101211211 1.0
112120202 -1.0
111022021 1.0
100201100 0.0
020101100 0.0
022000012 0.0
200222001 -1.0
111212121 1.0
102002210 0.0
020110221 0.8704000000000001
021210201 0.9533440000000001
111012101 1.0
000220010 0.0
101220222 -1.0
221211101 1.0
220221122 -1.0
012021212 -1.0
022102211 0.0
011200010 0.0
012102210 0.4
220110222 -1.0
210122200 0.0
112121020 0.9999999999999999
110002112 0.0
212010112 1.0
012001201 -0.8704000000000001
102222001 -1.0
202001101 -0.98320384
211022210 0.0
022222102 -1.0
022011211 -0.784
010000211 0.0
112001100 0.0
100002101 0.0
020002222 -1.0
101212012 0.0
210010021 0.016392181632928347
022122010 0.0
121011012 0.0
010222222 -1.0
102012011 1.0
200021212 -1.0
112022221 -1.0
102120021 0.64
001210020 0.784
120122010 0.784
000112121 0.0
012111002 1.0
002122022 -1.0
111210122 1.0
111011122 1.0
201001101 1.0
121022121 -1.0
112121021 0.0
202201120 0.0
101200011 0.0
110211001 1.0
002120020 0.0
212001110 0.0
221121012 -1.0
021201202 0.0
212221221 -1.0
200020222 -1.0
220211222 -1.0
001221200 0.0
100001012 0.0
012102022 -1.0
020021100 0.0
022111221 1.0
110100022 -0.7246790905075726
101210220 0.9222400000000001
100211211 1.0
012212020 0.0
011010210 1.0
222122010 -1.0
002101112 0.0
202102001 0.0
201012212 0.0
110011121 1.0
200001011 0.0
001121011 1.0
112122011 0.0
012110010 1.0
002102221 0.0
001220120 0.0
201022200 0.0
112012210 1.0
022112201 0.0
011002000 0.0
202210121 0.0
211212012 1.0
100110102 1.0
200101012 -0.64
022011202 0.0
020212220 0.0
121121001 1.0
201020202 -1.0
002110112 0.0
022112001 0.9720064
101211110 1.0
200202110 0.0
112101212 0.0
211001122 -0.11968000000000001
200221111 1.0
121020202 0.0
200210111 1.0
000021200 0.0
221121020 -1.0
221021000 0.0
222102012 -1.0
021120102 0.64
122201022 0.0
111121100 1.0
101012112 1.0
212022011 0.0
112011022 0.10373649458865519
200221121 0.0
012111100 1.0
020202002 0.0
212101101 0.0
002102220 0.0
002200200 0.0
001021110 0.0
